	value	group	group2
SCZ67	-0.397625906	nonhealthy	SCZ
SCZ68	0.0761265	nonhealthy	SCZ
SCZ69	-0.890634825	nonhealthy	SCZ
SCZ6	1.224180063	nonhealthy	SCZ
SCZ70	-0.231086593	nonhealthy	SCZ
SCZ71	-0.510957104	nonhealthy	SCZ
SCZ72	-0.365939828	nonhealthy	SCZ
SCZ73	0.266762215	nonhealthy	SCZ
SCZ74	-0.801426249	nonhealthy	SCZ
SCZ75	-0.182324259	nonhealthy	SCZ
SCZ76	-0.885784754	nonhealthy	SCZ
SCZ77	-0.3293685	nonhealthy	SCZ
SCZ78	3.730489969	nonhealthy	SCZ
SCZ79	0.309963182	nonhealthy	SCZ
SCZ7	-0.075172268	nonhealthy	SCZ
SCZ80	-0.621610006	nonhealthy	SCZ
SCZ81	-0.495841642	nonhealthy	SCZ
SCZ82	-0.820372106	nonhealthy	SCZ
SCZ83	0.329953044	nonhealthy	SCZ
SCZ84	-0.297406763	nonhealthy	SCZ
SCZ85	0.396315523	nonhealthy	SCZ
SCZ86	-0.581200023	nonhealthy	SCZ
SCZ87	-0.867722352	nonhealthy	SCZ
SCZ88	-0.644722204	nonhealthy	SCZ
SCZ89	0.100574128	nonhealthy	SCZ
SCZ8	-0.346026843	nonhealthy	SCZ
SCZ90	0.813121777	nonhealthy	SCZ
SCZ9	-0.240531807	nonhealthy	SCZ
SCZ_HC10	0.202836832	healthy	SCZ_HC
SCZ_HC11	-0.160275459	healthy	SCZ_HC
SCZ_HC12	-0.376866667	healthy	SCZ_HC
SCZ_HC13	-0.213291779	healthy	SCZ_HC
SCZ_HC14	-0.245613279	healthy	SCZ_HC
SCZ_HC15	-0.54886189	healthy	SCZ_HC
SCZ_HC16	-0.992864794	healthy	SCZ_HC
SCZ_HC17	0.343730196	healthy	SCZ_HC
SCZ_HC18	0.294387644	healthy	SCZ_HC
SCZ_HC19	-1.009879901	healthy	SCZ_HC
SCZ_HC1	1.614378813	healthy	SCZ_HC
SCZ_HC20	0.371139744	healthy	SCZ_HC
SCZ_HC21	-0.705412036	healthy	SCZ_HC
SCZ_HC22	0.707585446	healthy	SCZ_HC
SCZ_HC23	-0.248721253	healthy	SCZ_HC
SCZ_HC24	-0.778568454	healthy	SCZ_HC
SCZ_HC25	-0.004956178	healthy	SCZ_HC
SCZ_HC26	-0.373008626	healthy	SCZ_HC
SCZ_HC27	-1.111342562	healthy	SCZ_HC
SCZ_HC28	-0.034604271	healthy	SCZ_HC
SCZ_HC29	-0.691409514	healthy	SCZ_HC
SCZ_HC2	-0.143936185	healthy	SCZ_HC
SCZ_HC30	0.188117333	healthy	SCZ_HC
SCZ_HC31	0.29558665	healthy	SCZ_HC
SCZ_HC32	-2.171029777	healthy	SCZ_HC
SCZ_HC33	-0.198149685	healthy	SCZ_HC
SCZ_HC34	-0.144432265	healthy	SCZ_HC
SCZ_HC35	-0.878808237	healthy	SCZ_HC
SCZ_HC36	-0.065352347	healthy	SCZ_HC
SCZ_HC37	-0.064151809	healthy	SCZ_HC
SCZ_HC38	-0.525815102	healthy	SCZ_HC
SCZ_HC39	0.265258528	healthy	SCZ_HC
SCZ_HC3	-0.199074716	healthy	SCZ_HC
SCZ_HC40	-1.030442327	healthy	SCZ_HC
SCZ_HC41	4.470792885	healthy	SCZ_HC
SCZ_HC42	0.00108412	healthy	SCZ_HC
SCZ_HC43	0.272930351	healthy	SCZ_HC
SCZ_HC44	-0.272387389	healthy	SCZ_HC
SCZ_HC45	-0.159100378	healthy	SCZ_HC
SCZ_HC46	0.205341349	healthy	SCZ_HC
SCZ_HC47	-0.31617921	healthy	SCZ_HC
SCZ_HC48	-1.499781386	healthy	SCZ_HC
SCZ_HC49	-0.780679812	healthy	SCZ_HC
SCZ_HC4	-0.37732945	healthy	SCZ_HC
SCZ_HC50	0.198062859	healthy	SCZ_HC
SCZ_HC51	-0.743186322	healthy	SCZ_HC
SCZ_HC52	-0.537560843	healthy	SCZ_HC
SCZ_HC53	0.176974396	healthy	SCZ_HC
SCZ_HC54	-0.562387847	healthy	SCZ_HC
SCZ_HC55	-1.427215345	healthy	SCZ_HC
SCZ_HC56	-1.446308681	healthy	SCZ_HC
SCZ_HC57	-0.451578601	healthy	SCZ_HC
SCZ_HC58	-0.354611482	healthy	SCZ_HC
SCZ_HC59	0.058971418	healthy	SCZ_HC
SCZ_HC5	-0.1688993	healthy	SCZ_HC
SCZ_HC60	0.404602739	healthy	SCZ_HC
SCZ_HC61	-0.237846692	healthy	SCZ_HC
SCZ_HC62	0.246311405	healthy	SCZ_HC
SCZ_HC63	-0.240637377	healthy	SCZ_HC
SCZ_HC64	0.425826958	healthy	SCZ_HC
SCZ_HC65	-0.062332853	healthy	SCZ_HC
SCZ_HC66	-1.29727625	healthy	SCZ_HC
SCZ_HC67	0.118039223	healthy	SCZ_HC
SCZ_HC68	1.040476802	healthy	SCZ_HC
SCZ_HC69	-0.815166559	healthy	SCZ_HC
SCZ_HC6	0.280195076	healthy	SCZ_HC
SCZ_HC70	-0.799381051	healthy	SCZ_HC
SCZ_HC71	0.280718064	healthy	SCZ_HC
SCZ_HC72	-1.301329226	healthy	SCZ_HC
SCZ_HC73	-0.306546494	healthy	SCZ_HC
SCZ_HC74	-0.116303314	healthy	SCZ_HC
SCZ_HC75	0.71220277	healthy	SCZ_HC
SCZ_HC76	-0.110079598	healthy	SCZ_HC
SCZ_HC77	-0.311218839	healthy	SCZ_HC
SCZ_HC78	0.313598504	healthy	SCZ_HC
SCZ_HC79	0.123526875	healthy	SCZ_HC
SCZ_HC7	0.02525938	healthy	SCZ_HC
SCZ_HC80	-0.964505428	healthy	SCZ_HC
SCZ_HC81	0.594140656	healthy	SCZ_HC
SCZ_HC8	0.036069757	healthy	SCZ_HC
SCZ_HC9	-1.16802331	healthy	SCZ_HC
SF1	4.100852303	nonhealthy	SF
SF2	0.067160071	nonhealthy	SF
SF3	0.618216472	nonhealthy	SF
SF4	NA	nonhealthy	SF
SF5	0.62761183	nonhealthy	SF
SF_HC1	3.795090995	healthy	SF_HC
SF_HC2	0.759213846	healthy	SF_HC
SF_HC3	4.658671787	healthy	SF_HC
SF_HC4	-0.226336625	healthy	SF_HC
SF_HC5	4.050356251	healthy	SF_HC
UC10	-2.815628554	nonhealthy	UC
UC11	-1.544542151	nonhealthy	UC
UC12	-1.194209209	nonhealthy	UC
UC13	0.008011565	nonhealthy	UC
UC14	-0.536638307	nonhealthy	UC
UC15	-1.170834119	nonhealthy	UC
UC16	-0.484120899	nonhealthy	UC
UC17	0.519665183	nonhealthy	UC
UC18	-0.32028287	nonhealthy	UC
UC19	-0.137708007	nonhealthy	UC
UC1	-1.207975073	nonhealthy	UC
UC20	-0.221723357	nonhealthy	UC
UC21	-1.932057903	nonhealthy	UC
UC22	0.310282079	nonhealthy	UC
UC23	0.307410257	nonhealthy	UC
UC24	0.468828665	nonhealthy	UC
UC25	0.940071125	nonhealthy	UC
UC26	-1.466917939	nonhealthy	UC
UC27	-2.949272446	nonhealthy	UC
UC28	NA	nonhealthy	UC
UC29	0	nonhealthy	UC
UC2	-0.523365333	nonhealthy	UC
UC30	0.221216196	nonhealthy	UC
UC31	-0.06447059	nonhealthy	UC
UC32	0	nonhealthy	UC
UC33	3.953660191	nonhealthy	UC
UC34	-0.082850603	nonhealthy	UC
UC35	-0.058701096	nonhealthy	UC
UC36	0.346297412	nonhealthy	UC
UC37	-0.485356482	nonhealthy	UC
UC38	-2.431509086	nonhealthy	UC
UC39	0.183155645	nonhealthy	UC
UC3	0.152518422	nonhealthy	UC
UC40	-2.108229582	nonhealthy	UC
UC41	-0.22470013	nonhealthy	UC
UC42	-0.418094876	nonhealthy	UC
UC43	0.742234481	nonhealthy	UC
UC44	-0.117403754	nonhealthy	UC
UC45	-0.853802998	nonhealthy	UC
UC46	0.259423466	nonhealthy	UC
UC47	4.178718052	nonhealthy	UC
UC48	1.334565546	nonhealthy	UC
UC49	0.688410813	nonhealthy	UC
UC4	0.062082431	nonhealthy	UC
UC50	-0.371410399	nonhealthy	UC
UC51	-0.619278334	nonhealthy	UC
UC52	0	nonhealthy	UC
UC53	-0.705407824	nonhealthy	UC
UC54	0.62132321	nonhealthy	UC
UC55	3.572761197	nonhealthy	UC
UC56	0.833040651	nonhealthy	UC
UC57	-3.484151052	nonhealthy	UC
UC58	-1.333069609	nonhealthy	UC
UC59	0.767215816	nonhealthy	UC
UC5	0.16833985	nonhealthy	UC
UC60	-0.629567526	nonhealthy	UC
UC61	0.70147149	nonhealthy	UC
UC62	-2.704880584	nonhealthy	UC
UC63	-1.520984198	nonhealthy	UC
UC64	-0.065761603	nonhealthy	UC
UC65	-0.537903986	nonhealthy	UC
UC66	-2.538886384	nonhealthy	UC
UC67	-0.162570885	nonhealthy	UC
UC68	-1.347355302	nonhealthy	UC
UC69	1.103192434	nonhealthy	UC
UC6	-0.28803336	nonhealthy	UC
UC70	0.425879534	nonhealthy	UC
UC71	-0.247672259	nonhealthy	UC
UC72	-0.394795126	nonhealthy	UC
UC73	-0.017131527	nonhealthy	UC
UC74	1.131812004	nonhealthy	UC
UC75	-0.358650333	nonhealthy	UC
UC76	0.617354947	nonhealthy	UC
UC7	-0.639705569	nonhealthy	UC
UC8	-2.169529487	nonhealthy	UC
UC9	-5.299511294	nonhealthy	UC
